School Name,City,Country,URL
SIS Swiss International School Zürich,Zurich,Switzerland,
St. George's International School Switzerland,Lausanne,Switzerland,
Surval Montreux,Lausanne,Switzerland,
Swedish International School of Geneva,Geneva,Switzerland,
TASIS  The American School in Switzerland,,Switzerland,
Tandem International Multilingual School,Zurich,Switzerland,
The British School of Geneva,Geneva,Switzerland,
Zurich International School,Zurich,Switzerland,
École Bilingue de Suisse Romande,Lausanne,Switzerland,
Acton Academy Taipei,Taipei,Taiwan,
American School in Taichung,,Taiwan,
Asia American International Academy,Taipei,Taiwan,
Dominican International School,,Taiwan,
Dominican International School Taipei,Taipei,Taiwan,
Grace Christian Academy,Taipei,Taiwan,
Hsinchu American School,Taipei,Taiwan,
Hsinchu International School,,Taiwan,
I-Shou International School,,Taiwan,
International Bilingual School of Hsinchu,,Taiwan,
Kang Chiao International School,Taipei,Taiwan,
Kang Chiao International School (Taipei Campus),,Taiwan,
Kang Chiao International School - Taipei Campus,,Taiwan,
Kaohsiung American School,,Taiwan,
Morrison Academy,,Taiwan,
Morrison Academy Taipei,Taipei,Taiwan,
Pacific American School,Hsinchu,Taiwan,
Taipei Adventist American School,Taipei,Taiwan,
Taiwan Adventist International School,Yuchih Nantou County,Taiwan,
Taiwan International Montessori Elementary School,Taipei,Taiwan,
Taoyuan American School,Taipei,Taiwan,
The Primacy Collegiate Academy,Taipei,Taiwan,
Dushanbe International School,Dushanbe,Tajikistan,
Braeburn International School Arusha,Arusha,Tanzania,
Braeburn School Arusha,Arusha,Tanzania,
Dar es Salaam International Academy,,Tanzania,
Geita Gold International School,Geita,Tanzania,
Haven of Peace Academy,Dar es Salaam,Tanzania,
International School of Tanganyika Ltd.,,Tanzania,
International School of Zanzibar,Stone Town,Tanzania,
Morogoro International School,Morogoro,Tanzania,
South East Coast International School,Zanzibar,Tanzania,
St. Constantine's International School,Arusha,Tanzania,
The Latham School,Dar es Salaam,Tanzania,
"American School of Bangkok, The",,Thailand,
Anglo Singapore International School,Bangkok,Thailand,
Ascot International School,Bangkok,Thailand,
Associe International Kindergarten Bangkok,Bangkok,Thailand,
Australian International School Bangkok,Bangkok,Thailand,
BASIS International School Bangkok,Bangkok,Thailand,
BCIS Phuket,Phuket,Thailand,
BJP Elite Academy,Pattaya,Thailand,
Bangkok Adventist International School,Bangkok,Thailand,
Bangkok Christian International School,Bangkok,Thailand,
Bangkok Grace International School,Bangkok,Thailand,
Bangkok International Preparatory & Secondary School,Bangkok,Thailand,
Bangkok International Prepatory & Secondary School,,Thailand,
Bangkok Patana School,Bangkok,Thailand,
Beaconhouse Yamsaard International School,Bangkok,Thailand,
Berkeley International School,Bangkok,Thailand,
Bloomsbury International School Hatyai,"Hatyai,  Songkhla",Thailand,
Brighton College Bangkok,Bangkok,Thailand,
Brighton College International School Bangkok,,Thailand,
British Columbia International School Bangkok,Bangkok,Thailand,
British International School Phuket,,Thailand,
"British International School, Phuket",Phuket,Thailand,
Bromsgrove International School,Bangkok,Thailand,
Bromsgrove International School Thailand,Bangkok,Thailand,
"Bromsgrove International School, Thailand",,Thailand,
Buds International School Phuket,Phuket,Thailand,
Charter International School,Bangkok,Thailand,
Chiang Mai International School,,Thailand,
Concordian International School,Bangkok,Thailand,
Crescent International School,Bangkok,Thailand,
Denla British School,Bangkok,Thailand,
Denla British School Bangkok,Bangkok,Thailand,
Didyasarin International Preparatory School Bangkok,Bangkok,Thailand,
ELC - Family of International Schools Bangkok,Bangkok,Thailand,
Ecole Française Internationale de Pattaya,Pattaya,Thailand,
Garden International School Bangkok,Bangkok,Thailand,
Garden International School Eastern Seaboard,,Thailand,
"Garden International School, Bangkok",Bangkok,Thailand,
"Garden International School, Eastern Seaboard",Pattaya,Thailand,
"Garden International School, Sathorn",,Thailand,
Global English School,Bangkok,Thailand,
Glory Singapore International School,Bangkok,Thailand,
Grace International School,,Thailand,
HeadStart International School,Phuket,Thailand,
Hua Hin International School,,Thailand,
ISE International School,,Thailand,
International Community School Bangkok,Bangkok,Thailand,
International Pioneers School,Bangkok,Thailand,
International School Bangkok,Bangkok,Thailand,
International School Eastern Seaboard,Pattaya,Thailand,
International School of Chonburi,Pattaya,Thailand,
International School of Phuket,Phuket,Thailand,
Ivy Bound International School,Bangkok,Thailand,
KIS International School,,Thailand,
KPIS International School,Bangkok,Thailand,
Kevalee International School,Bangkok,Thailand,
Kincaid International School of Bangkok,Bangkok,Thailand,
King's College International School Bangkok,Bangkok,Thailand,
Lanna International School Thailand,Chiang Mai,Thailand,
Lighthouse Academy,Phuket,Thailand,
Magic Years International School,Bangkok,Thailand,
Modern International School Bangkok,Bangkok,Thailand,
Montessori Academy Bangkok International School,Bangkok,Thailand,
Montessori House Phuket International School,Phuket,Thailand,
Mooltripakdee International School,Pattaya,Thailand,
Mother's Pride International School,Bangkok,Thailand,
NIST International School,Bangkok,Thailand,
NIVA American International School,Bangkok,Thailand,
Nakornpayap International School,,Thailand,
New Day Learning,Bangkok,Thailand,
Norwich International School,Bangkok,Thailand,
Oak Meadow International School,Phuket,Thailand,
PTIS International School,Chiang Mai,Thailand,
Palm House International School,Phuket,Thailand,
Pan-Asia International School,Bangkok,Thailand,
Panyaden International School,Chiang Mai,Thailand,
Phoenix Wittaya School Pattaya,Pattaya,Thailand,
Prem Tinsulanonda International School,,Thailand,
RC International School,Bangkok,Thailand,
RIS Swiss Section Deutschsprachige Schule Bangkok,Bangkok,Thailand,
Raffles American School Bangkok,Bangkok,Thailand,
Rasami British International School,Bangkok,Thailand,
Rayong English Programme School,Pattaya,Thailand,
Regents International School Pattaya,Pattaya,Thailand,
Ruamrudee International School,Bangkok,Thailand,
Rugby School Thailand,Pattaya,Thailand,
Sarasas Ektra School,Bangkok,Thailand,
Shrewsbury International School Bangkok,Bangkok,Thailand,
Shrewsbury International School Bangkok City Campus,Bangkok,Thailand,
Shrewsbury International School Bangkok Riverside,Bangkok,Thailand,
Shrewsbury International School City Campus,Bangkok,Thailand,
"Shrewsbury International School, Riverside Campus",,Thailand,
Singapore International School Chiangmai,Chiang Mai,Thailand,
Singapore International School of Bangkok,Bangkok,Thailand,
St Andrew's International School Green Valley,Rayong,Thailand,
St Andrews International School Bangkok,Bangkok,Thailand,
St Stephen's International School,Bangkok,Thailand,
St Stephen's International School Khao Yai,Nakhon Ratchasima,Thailand,
St. Andrews International School Bangkok,,Thailand,
St. Andrews International School Dusit,Bangkok,Thailand,
St. Andrews International School Sathorn,Bangkok,Thailand,
St. Andrews International School Sukhumvit 107,,Thailand,
"St. Andrews International School, Bangna",,Thailand,
"St. Andrews International School, Green Valley, Rayong",,Thailand,
St. Mark's International School,Bangkok,Thailand,
St. Stephen's International School - Bangkok Campus,Bangkok,Thailand,
Surat Thani International School,Surat Thani,Thailand,
Tara Pattana International School,Pattaya,Thailand,
Thai Sikh International School,Bangkok,Thailand,
The American School of Bangkok - Green Valley Campus,Bangkok,Thailand,
The British School of Bangkok,Bangkok,Thailand,
The Regent's International School Bangkok,Bangkok,Thailand,
"The Regent's International School, Bangkok",Bangkok,Thailand,
"Topsy Turvy International School, The British School of Bangkok Ltd",Bangkok,Thailand,
Traill International School,Bangkok,Thailand,
Trinity International School,Bangkok,Thailand,
UWC Thailand,Phuket,Thailand,
UWC Thailand International School,,Thailand,
Udon Thani International School,,Thailand,
Verso International School,Bangkok,Thailand,
Wellington College International Bangkok,Bangkok,Thailand,
Wells International School,Bangkok,Thailand,
Wells International School - Bang Na Campus,,Thailand,
Wittaya Sathid School,Phuket,Thailand,
Arc-en-Ciel International School,Lome,Togo,
Ecole Internationale Arc-en-Ciel,Lome,Togo,
École Internationale Arc-en-Ciel,,Togo,
The International School of Port of Spain,,Trinidad and Tobago,
American Cooperative School of Tunis,,Tunisia,
International Maarif Schools of Tunisia,Ariana,Tunisia,
The British International School of Tunis,Tunis,Tunisia,
British West Indies Collegiate,Cockburn Town,Turks and Caicos Islands,
AKA School,Istanbul,Türkiye,
Aljazari International Schools of Science and Technology,Istanbul,Türkiye,
American Collegiate Institute,,Türkiye,
Açi Schools,Istanbul,Türkiye,
Bilkent Erzurum Laboratory School,Erzurum,Türkiye,
Bilkent Laboratory and International School,,Türkiye,
Bilkent Schools,Ankara,Türkiye,
Brights International School of Istanbul,Istanbul,Türkiye,
British Embassy Study Group,Ankara,Türkiye,
Cakir School,Bursa,Türkiye,
Deutsche Schule Istanbul,Istanbul,Türkiye,
ENKA Schools Istanbul,Istanbul,Türkiye,
Elite Academy,Istanbul,Türkiye,
Enka Schools,Istanbul,Türkiye,
Eyuboglu Schools,Istanbul,Türkiye,
FEYZÄ°YE MEKTEPLERÄ° VAKFI IÅžIK ERENKÃ–Y,Istanbul,Türkiye,
FEYZÄ°YE MEKTEPLERÄ° VAKFI IÅžIK NÄ°ÅžANTAÅžI,Istanbul,Türkiye,
Gökkuşağı International School,Istanbul,Türkiye,
Harvest International Schools,Istanbul,Türkiye,
Ihsan International School,Istanbul,Türkiye,
Istanbul International Community School,Istanbul,Türkiye,
Izmir SEV Schools,Izmir,Türkiye,
LWIS Istanbul International School,Istanbul,Türkiye,
Lycée Francais Pierre Loti,Istanbul,Türkiye,
MEF International School Istanbul,Istanbul,Türkiye,
MEF International School Izmir,Izmir,Türkiye,
ODTU GELÄ°ÅžTÄ°RME VAKFI OKULLARI,ANKARA,Türkiye,
Oasis International School Ankara,Ankara,Türkiye,
Safir International School,Istanbul,Türkiye,
Steps International School,Istanbul,Türkiye,
TED Bursa Koleji,Bursa,Türkiye,
Tarabya British Schools,Istanbul,Türkiye,
Tarsus American College and Tarsus SEV Schools,Tarsus,Türkiye,
Tarsus American School,,Türkiye,
The British International School Istanbul,Istanbul,Türkiye,
The Koc School,Istanbul,Türkiye,
The KoÃ§ School,Istanbul,Türkiye,
Uskudar American Academy,Istanbul,Türkiye,
ÃœskÃ¼dar American Academy,Istanbul,Türkiye,
ÃœskÃ¼dar SEV Schools,Istanbul,Türkiye,
Özel Marmara Koleji,Istanbul,Türkiye,
7Hills International School,Kampala,Uganda,
Acacia International School,Kampala,Uganda,
Acorns International School (AIS),,Uganda,
Ambrosoli International School,Kampala,Uganda,
Boston International School,Kampala,Uganda,
British School of Kampala,Kampala,Uganda,
Delhi Public School International,Kampala,Uganda,
Ecole Francaise Les Grands Lacs,Kampala,Uganda,
GEMS Cambridge International School Kampala,Kampala,Uganda,
Galaxy International School Uganda,Kampala,Uganda,
Heritage International School,Kampala,Uganda,
International School of Uganda,Kampala,Uganda,
Kabojja International School,Kampala,Uganda,
Kampala Community International Primary School,Kampala,Uganda,
Kampala Diplomatic International School Uganda,Kampala,Uganda,
Kampala International School,Kampala,Uganda,
Kampala International School Uganda,Kampala,Uganda,
Kings International School,Kampala,Uganda,
Kisubi High School,Kampala,Uganda,
Orel-Vine International Academy,Kampala,Uganda,
Rainbow International School,Kampala,Uganda,
Rainbow International School Uganda,Kampala,Uganda,
"The Aga Khan High School, Kampala",Kampala,Uganda,
The International School of Uganda,Kampala,Uganda,
Twinbrook International School,Kampala,Uganda,
Umoja International French School,Kampala,Uganda,
Vienna College Namugongo,Kampala,Uganda,
Pechersk School International,Kiev,Ukraine,
Pechersk School International Kyiv,Kyiv,Ukraine,
The British International School Ukraine,Kiev,Ukraine,
ABC Private School,Abu Dhabi,United Arab Emirates,
ADNOC Schools,Abu Dhabi,United Arab Emirates,
Abu Dhabi Grammar School Canada,Abu Dhabi,United Arab Emirates,
Abu Dhabi International Private School,,United Arab Emirates,
Abu Dhabi International School,Abu Dhabi,United Arab Emirates,
Ajman Academy,Dubai,United Arab Emirates,
Ajman Academy International School,Ajman,United Arab Emirates,
Ajman Modern School,Dubai,United Arab Emirates,
Ajyal International School,Abu Dhabi,United Arab Emirates,
Ajyal International School - Al Falah,Abu Dhabi,United Arab Emirates,
Al Ain Academy,Al Ain,United Arab Emirates,
Al Ain English Speaking School,Al Ain,United Arab Emirates,
Al Dhafra Private School,Abu Dhabi,United Arab Emirates,
Al Diyafah High School,Dubai,United Arab Emirates,
Al Ittihad Private School Jumeira,Dubai,United Arab Emirates,
Al Ittihad Private School Mamzar,Dubai,United Arab Emirates,
Al Khaleej National School,Dubai,United Arab Emirates,
Al Mawakeb School,Dubai,United Arab Emirates,
Al Mizhar American Academy,Dubai,United Arab Emirates,
Al Muna Academy,Abu Dhabi,United Arab Emirates,
Al Muna Primary School,Abu Dhabi,United Arab Emirates,
Al Nahda National School for Boys,Abu Dhabi,United Arab Emirates,
Al Nahda National School for Girls,Abu Dhabi,United Arab Emirates,
Al Nahda National Schools,Abu Dhabi,United Arab Emirates,
Al Rabeeh Academy,Abu Dhabi,United Arab Emirates,
Al Rabeeh School,Abu Dhabi,United Arab Emirates,
Al Salam Community School,Dubai,United Arab Emirates,
Al Salam Private School,Dubai,United Arab Emirates,
Al Shohub Private School,Abu Dhabi,United Arab Emirates,
Al Shohub School,Abu Dhabi,United Arab Emirates,
Al Yasat Private School,Abu Dhabi,United Arab Emirates,
Al Yasmina Academy,Abu Dhabi,United Arab Emirates,
Al Yasmina School,Abu Dhabi,United Arab Emirates,
American Community School of Abu Dhabi,Abu Dhabi,United Arab Emirates,
"American Community School, Abu Dhabi",,United Arab Emirates,
American International School,Dubai,United Arab Emirates,
American School of Dubai,Dubai,United Arab Emirates,
Amity International School,Abu Dhabi,United Arab Emirates,
Amity International School Abu Dhabi,Abu Dhabi,United Arab Emirates,
Amity Private School Sharjah,Dubai,United Arab Emirates,
Amity School Dubai,Dubai,United Arab Emirates,
Arab Unity School,Dubai,United Arab Emirates,
Arcadia School,Dubai,United Arab Emirates,
Aspen Heights British School,Abu Dhabi,United Arab Emirates,
Australian International School,Dubai,United Arab Emirates,
Belvedere British School Abu Dhabi,Abu Dhabi,United Arab Emirates,
Belvedere International School,Al Ain,United Arab Emirates,
Bradenton Preparatory Academy,Dubai,United Arab Emirates,
Bright Riders School,Abu Dhabi,United Arab Emirates,
Bright Riders School Dubai,Dubai,United Arab Emirates,
Brighton College Abu Dhabi,Abu Dhabi,United Arab Emirates,
Brighton College Al Ain,Al Ain,United Arab Emirates,
Brighton College Dubai,Dubai,United Arab Emirates,
Cambridge International School,Dubai,United Arab Emirates,
Canadian International School,Abu Dhabi,United Arab Emirates,
Capital School,Dubai,United Arab Emirates,
Capital School Dubai,Dubai,United Arab Emirates,
Cedar School,Dubai,United Arab Emirates,
Clarion School,Dubai,United Arab Emirates,
Collegiate American School,Dubai,United Arab Emirates,
Creative British School,Abu Dhabi,United Arab Emirates,
Credence High School,Dubai,United Arab Emirates,
Dar Al Marefa Private School,Dubai,United Arab Emirates,
Deira International School,Dubai,United Arab Emirates,
Deira Private School,Dubai,United Arab Emirates,
Diyafah International School,Abu Dhabi,United Arab Emirates,
Diyar International Private School,Fujairah,United Arab Emirates,
Dove Green Private School,Dubai,United Arab Emirates,
Dubai Arabian American Private School,Dubai,United Arab Emirates,
Dubai British Foundation,Dubai,United Arab Emirates,
Dubai British School,Dubai,United Arab Emirates,
Dubai British School Jumeirah Park,Dubai,United Arab Emirates,
Dubai Carmel School,Dubai,United Arab Emirates,
Dubai College,Dubai,United Arab Emirates,
Dubai English Speaking School,Dubai,United Arab Emirates,
Dubai English Speaking School And College,Dubai,United Arab Emirates,
Dubai English Speaking School/College,Dubai,United Arab Emirates,
Dubai Heights Academy,Dubai,United Arab Emirates,
Dubai International Academy Al Barsha,Dubai,United Arab Emirates,
"Dubai International Academy, Al Barsha",,United Arab Emirates,
Dubai International School,Dubai,United Arab Emirates,
Dubai Modern Education School,Dubai,United Arab Emirates,
Dubai National School Al Barsha,Dubai,United Arab Emirates,
Dubai Scholars Private School,Dubai,United Arab Emirates,
Dunecrest American School,Dubai,United Arab Emirates,
Emirates International School,Dubai,United Arab Emirates,
Emirates International School Meadows,Dubai,United Arab Emirates,
Emirates National School,Abu Dhabi,United Arab Emirates,
Fujairah Private Academy,Fujairah,United Arab Emirates,
GEMS American Academy Abu Dhabi,Abu Dhabi,United Arab Emirates,
GEMS Cambridge International School Abu Dhabi,Abu Dhabi,United Arab Emirates,
GEMS Dubai American Academy,Dubai,United Arab Emirates,
GEMS First Point School - The Villa,Dubai,United Arab Emirates,
GEMS FirstPoint School - The Villa,Dubai,United Arab Emirates,
GEMS Founders Al Mizhar,Dubai,United Arab Emirates,
GEMS Founders School,Dubai,United Arab Emirates,
GEMS Founders School Al Mizhar,Dubai,United Arab Emirates,
GEMS International School Al Khail,Dubai,United Arab Emirates,
GEMS Jumeirah Primary School,Dubai,United Arab Emirates,
GEMS Metropole School - Motor City,Dubai,United Arab Emirates,
GEMS Metropole School Motor City,Dubai,United Arab Emirates,
"GEMS Metropole School, Motor City",Dubai,United Arab Emirates,
GEMS Modern Academy,Dubai,United Arab Emirates,
GEMS New Millennium School - Al Khail,Dubai,United Arab Emirates,
GEMS Royal Dubai School,Dubai,United Arab Emirates,
GEMS United Indian School Abu Dhabi,Abu Dhabi,United Arab Emirates,
GEMS Wellington Academy Al Khail,Dubai,United Arab Emirates,
GEMS Wellington Academy Silicon Oasis,Dubai,United Arab Emirates,
"GEMS Wellington Academy, Al Khail",Dubai,United Arab Emirates,
"GEMS Wellington Academy, Silicon Oasis",Dubai,United Arab Emirates,
GEMS Wellington International School,Dubai,United Arab Emirates,
GEMS Wellington Primary School,Dubai,United Arab Emirates,
GEMS Westminster School Sharjah,Dubai,United Arab Emirates,
GEMS Winchester School,Dubai,United Arab Emirates,
GEMS Winchester School Abu Dhabi,Abu Dhabi,United Arab Emirates,
GEMS World Academy Abu Dhabi,Abu Dhabi,United Arab Emirates,
GEMS World Academy Dubai,Dubai,United Arab Emirates,
"GEMS World Academy, Dubai",Dubai,United Arab Emirates,
Garden City British School,Al Ain,United Arab Emirates,
German International School Abu Dhabi,Abu Dhabi,United Arab Emirates,
German International School Sharjah,Dubai,United Arab Emirates,
"Global Indian International School, Abu Dhabi",Abu Dhabi,United Arab Emirates,
Good Will Children Private School,Abu Dhabi,United Arab Emirates,
Greenfield Community School,Dubai,United Arab Emirates,
Greenfield International School,,United Arab Emirates,
Hartland International School,Dubai,United Arab Emirates,
Horizon English School,Dubai,United Arab Emirates,
Horizon International School,Dubai,United Arab Emirates,
Horizon Private School Branch,Abu Dhabi,United Arab Emirates,
Ignite School,Dubai,United Arab Emirates,
International Academic School,Abu Dhabi,United Arab Emirates,
International Community School - City Centre Campus,Abu Dhabi,United Arab Emirates,
International Community School - Mushrif Campus,Abu Dhabi,United Arab Emirates,
International Concept for Education,,United Arab Emirates,
International Jubilee Private School,Abu Dhabi,United Arab Emirates,
International School of Creative Science,Sharjah,United Arab Emirates,
"International School of Creative Science, Nad Al Sheba",Dubai,United Arab Emirates,
JESS Dubai,Dubai,United Arab Emirates,
JSS Private School,Dubai,United Arab Emirates,
Jebel Ali School,Dubai,United Arab Emirates,
Jumeira Baccalaureate School,Dubai,United Arab Emirates,
Jumeirah English Speaking School,Dubai,United Arab Emirates,
Kent College Dubai,Dubai,United Arab Emirates,
Kings' School Al Barsha,Dubai,United Arab Emirates,
Kings' School Dubai,Dubai,United Arab Emirates,
Kings' School Nad Al Sheba,Dubai,United Arab Emirates,
Latifa School for Girls,Dubai,United Arab Emirates,
Liverpool Nursery,Abu Dhabi,United Arab Emirates,
Liwa International School Al Mushrif,Abu Dhabi,United Arab Emirates,
Liwa International School for Girls,Abu Dhabi,United Arab Emirates,
Lycée Francais Jean Mermoz,Dubai,United Arab Emirates,
Ma'arif Education,Dubai,United Arab Emirates,
Maplewood International School,Abu Dhabi,United Arab Emirates,
Next Generation School,Dubai,United Arab Emirates,
Nord Anglia International School Dubai,Dubai,United Arab Emirates,
North London Collegiate School Dubai,Dubai,United Arab Emirates,
"Our Own High School, Al Warqa",Dubai,United Arab Emirates,
PACE British School,Sharjah,United Arab Emirates,
Philadelphia Private School,Dubai,United Arab Emirates,
Pristine Private School,Dubai,United Arab Emirates,
Queen International School Dubai,Dubai,United Arab Emirates,
RAK Academy,Ras Al Khaimah,United Arab Emirates,
Raffles International School,Dubai,United Arab Emirates,
Raha International School,Abu Dhabi,United Arab Emirates,
Ras Al Khaimah Academy,Ras al Khaimah,United Arab Emirates,
Ras Al Khaimah American Academy for Girls,Ras al Khaimah,United Arab Emirates,
Rashid School for Boys,Dubai,United Arab Emirates,
Reach British School,Abu Dhabi,United Arab Emirates,
Regent International School,Dubai,United Arab Emirates,
Repton Al Barsha,Dubai,United Arab Emirates,
Repton Dubai,Dubai,United Arab Emirates,
Repton School Dubai,Dubai,United Arab Emirates,
"Repton School, Abu Dhabi",Abu Dhabi,United Arab Emirates,
Riverston School Dubai,Dubai,United Arab Emirates,
SABISÂ® International School - Ruwais,Abu Dhabi,United Arab Emirates,
SABISÂ® International School – Yas Island,Abu Dhabi,United Arab Emirates,
Safa British School,Dubai,United Arab Emirates,
Safa Community School,Dubai,United Arab Emirates,
School of Modern Skills,Dubai,United Arab Emirates,
Sharjah American International School,Dubai,United Arab Emirates,
Sharjah British International School,Dubai,United Arab Emirates,
Sharjah English School,Dubai,United Arab Emirates,
Shining Star International School,Abu Dhabi,United Arab Emirates,
Smart Vision School,Dubai,United Arab Emirates,
South View School,Dubai,United Arab Emirates,
Springdales School Dubai,Dubai,United Arab Emirates,
St. Mary's Catholic High School,Dubai,United Arab Emirates,
Star International School,Dubai,United Arab Emirates,
Star International School Altwar,Dubai,United Arab Emirates,
Star International School Mirdiff,Dubai,United Arab Emirates,
"Star International School, Mirdif",Dubai,United Arab Emirates,
Summit International School,Abu Dhabi,United Arab Emirates,
Sunmarke School,Dubai,United Arab Emirates,
Swiss International Scientific School Dubai,Dubai,United Arab Emirates,
The Alpha School,Dubai,United Arab Emirates,
The Aquila School,Dubai,United Arab Emirates,
The Arbor School,Dubai,United Arab Emirates,
The Arcardia Preparatory School,Dubai,United Arab Emirates,
The Australian School of Abu Dhabi,Abu Dhabi,United Arab Emirates,
The British School Al Khubairat,Abu Dhabi,United Arab Emirates,
"The Cambridge High School, Abu Dhabi",Abu Dhabi,United Arab Emirates,
The City School International,Dubai,United Arab Emirates,
The City School International Dubai,Dubai,United Arab Emirates,
The English College,Dubai,United Arab Emirates,
The English College Dubai,Dubai,United Arab Emirates,
The International School of Choueifat - Ajman,Ajman,United Arab Emirates,
The International School of Choueifat - Al Ain,Al Ain,United Arab Emirates,
The International School of Choueifat - Dubai,Dubai,United Arab Emirates,
The International School of Choueifat - Umm Al Quwain,Umm Al Quawain,United Arab Emirates,
The International School of Choueifat – Abu Dhabi Khalifa City,Abu Dhabi,United Arab Emirates,
The International School of Choueifat – Dubai,Dubai,United Arab Emirates,
The International School of Choueifat – Dubai Investments Park,Dubai,United Arab Emirates,
The International School of Choueifat – Ras Al Khaimah,Ras al Khaimah,United Arab Emirates,
The International School of Choueifat – Sharjah,Sharjah,United Arab Emirates,
The Millennium School,Dubai,United Arab Emirates,
"The Oxford School, Dubai",Dubai,United Arab Emirates,
The Pearl Academy,Abu Dhabi,United Arab Emirates,
The Royal Grammar School Guildford Dubai,Dubai,United Arab Emirates,
The School of Research Science,Dubai,United Arab Emirates,
The Sheikh Zayed Private Academy for Boys,Abu Dhabi,United Arab Emirates,
The Sheikh Zayed Private Academy for Girls,Abu Dhabi,United Arab Emirates,
The Spanish School of Abu Dhabi,Abu Dhabi,United Arab Emirates,
The Universal American School - Dubai,,United Arab Emirates,
The Westminster School,Dubai,United Arab Emirates,
The Winchester School,Dubai,United Arab Emirates,
Universal American School,Dubai,United Arab Emirates,
Victoria English School,Dubai,United Arab Emirates,
Victory Heights Primary School,Dubai,United Arab Emirates,
Virginia International Private School,Abu Dhabi,United Arab Emirates,
Wales International School,Abu Dhabi,United Arab Emirates,
Wesgreen International School,Sharjah,United Arab Emirates,
West Yas Academy,Abu Dhabi,United Arab Emirates,
ACS Cobham International School,,United Kingdom,
ACS Hillingdon International School,,United Kingdom,
ACS International School Cobham,London,United Kingdom,
ACS International School Egham,London,United Kingdom,
Anglo European School,,United Kingdom,
Chester International School,,United Kingdom,
College Francais Bilingue de Londres,London,United Kingdom,
Deutsche Schule London,London,United Kingdom,
Dwight School London,London,United Kingdom,
EF International Academy Oxford,,United Kingdom,
EIFA International School London,London,United Kingdom,
EIFA International School of London,,United Kingdom,
Ecole Francaise de Londres Jacques Prévert,London,United Kingdom,
Ecole Jeannine Manuel,London,United Kingdom,
Hill House International School,London,United Kingdom,
Hockerill Anglo-European College,,United Kingdom,
Instituto Espanol Vicente Canada Blanch,London,United Kingdom,
International School of Aberdeen,Aberdeen,United Kingdom,
International School of London,London,United Kingdom,
L'Ecole de Petits,London,United Kingdom,
Lycée International de Londres Winston Churchill,London,United Kingdom,
Marymount International School London,,United Kingdom,
Marymount London,London,United Kingdom,
SIS-LPEBL Kentish Town,London,United Kingdom,
Southbank International School,London,United Kingdom,
Southbank International School - Hampstead Campus,,United Kingdom,
Southbank International School - Westminster Campus,,United Kingdom,
Stirling Education,London,United Kingdom,
Svenska Skolan London,London,United Kingdom,
TASIS The American School in England,London,United Kingdom,
The King Fahad Academy,London,United Kingdom,
The Norwegian School in London,London,United Kingdom,
The Stewart Bilingual School,London,United Kingdom,
Abington Friends School,Jenkintown,United States of America,
Acaciawood School,Anaheim,United States of America,
Academy International Elementary School,,United States of America,
Alameda International High School,,United States of America,
Alto International School,San Francisco / Bay ,United States of America,
Alturas International Academy,,United States of America,
American Academy,Colorado,United States of America,
American International Montessori School,San Francisco / Bay ,United States of America,
American Paradigm Schools,Philadelphia,United States of America,
American Youth Academy,,United States of America,
Anahuacalmecac International University Prep. HS,,United States of America,
Annie Wright Schools,Washington,United States of America,
Atlanta International School,,United States of America,
Avenues New York,New York City,United States of America,
Awty International School,,United States of America,
B. Mahlon Brown Academy of International Studies,,United States of America,
BASIS Independent Brooklyn,New York,United States of America,
BASIS Independent Fremont,Fremont,United States of America,
BASIS Independent Manhattan,New York,United States of America,
BASIS Independent McLean,Virginia,United States of America,
BASIS Independent Silicon Valley,San Francisco,United States of America,
BECA,New York,United States of America,
Baltimore International Academy,,United States of America,
Barack Obama Academy of International Studies,,United States of America,
Basic Academy of International Studies,,United States of America,
Baton Rouge International School,,United States of America,
Battery Park Montessori,New York,United States of America,
Baylor School,Chattanooga,United States of America,
Beacon Academy Chicago,Chicago,United States of America,
Bear Valley International School,,United States of America,
Benjamin E. Mays International Magnet School,,United States of America,
Bentley School,Oakland,United States of America,
Berman Hebrew Academy,Rockville,United States of America,
Boca Prep International School,,United States of America,
Boerum Hill School for International Studies,,United States of America,
Bradley International School,,United States of America,
British American School of Charlotte,Charlotte,United States of America,
British International School Chicago South Loop,,United States of America,
British International School of Charlotte,,United States of America,
"British International School of Chicago, Lincoln Park",Chicago,United States of America,
"British International School of Chicago, South Loop",Chicago,United States of America,
British International School of Houston,Katy,United States of America,
British International School of Washington,,United States of America,
British School of Boston,Boston,United States of America,
British School of Chicago,Chicago,United States of America,
British School of Houston,Houston,United States of America,
British School of Washington,Washington DC,United States of America,
Brooklyn Friends School,New York City,United States of America,
Brown International Academy,,United States of America,
Buckingham Browne & Nichols School,Massachusetts,United States of America,
Calvary Christian Academy,Fort Lauderdale,United States of America,
Campus International High School,,United States of America,
Campus International School,,United States of America,
Chamberlain School International,Middleboro,United States of America,
Charlotte Country Day School,Charlotte,United States of America,
Charter Oak International Academy,,United States of America,
Chief Sealth International High School,,United States of America,
Chinese American International School,San Francisco / Bay ,United States of America,
City Academy,Salt Lake City,United States of America,
Clarence A. Piggott Academy of International Studies,,United States of America,
Collegiate Charter School of Lowell,Lowell,United States of America,
Convent of the Sacred Heart,New York,United States of America,
Cunae International School LLC,,United States of America,
DC International School,,United States of America,
Dallas International School,,United States of America,
Daystar Academy,Chicago,United States of America,
DePaul College Prep,Chicago,United States of America,
