School Name,Location,Latitude,Longitude
Houssam Eddine Hariri High School,"Saida, Lebanon",33.5618345,35.3780338
Hout Bay International School,"Cape Town, South Africa",-33.9288301,18.4172197
Howard Academy,"City, Panama",30.1698381,-85.755833
Hsinchu American School,"Taipei, Taiwan",25.0375198,121.5636796
Hsinchu International School,Taiwan,23.9739374,120.9820179
Hua Hin International School,Thailand,14.8971921,100.83273
Hua Xia International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Huili School Hangzhou,"Hangzhou, China",30.2489634,120.2052342
Hull's School,"Zurich, Switzerland",47.3744489,8.5410422
Humboldt Schule,"San Jose, Costa Rica",9.9327707,-84.0796144
Hwa Chong International School,Singapore,1.357107,103.8194992
I-Shou International School,Taiwan,23.9739374,120.9820179
I.M.Panagiotopoulos School,"Athens, Greece",37.9755648,23.7348324
IGB International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
IKC De Eglantier,"Delft, Netherlands",51.9994572,4.3627245
IMS Private School,"Limassol, Cyprus",34.6852901,33.0332657
INTERNATIONAL MAARIF SCHOOLS ERBIL,Iraq,33.0955793,44.1749775
INTERNATIONAL SCHOOL OF TURIN,"Chieri, Italy",45.0138842,7.8223544
IPEKA Integrated Christian School,"Jakarta, Indonesia",-6.1754049,106.827168
IPS Hilversum,"Amsterdam, Netherlands",52.3730796,4.8924534
IPSO International School Rheinfelden,Switzerland,46.7985624,8.2319736
IQRA Bilingual Academy,"Dakar, Senegal",14.693425,-17.447938
ISCAT International School of Catalunya,"Barcelona, Spain",41.3825802,2.177073
ISE International School,Thailand,14.8971921,100.83273
ISF Tervuren International School,"Brussels, Belgium",50.8465573,4.351697
ISF Waterloo International School,"Brussels, Belgium",50.8465573,4.351697
ISG Dammam School,"Dammam, Saudi Arabia",26.4367824,50.1039991
ISM International Academy,Ecuador,-1.3397668,-79.3666965
ISR International School on the Rhine,Germany,51.1638175,10.4478313
ISS International Academy,"Phnom Penh, Cambodia",11.5730391,104.857807
Ibadan International School,Nigeria,9.6000359,7.9999721
Ibn Khuldoon National School,"Manama, Bahrain",26.2235041,50.5822436
Ichthus School,"Jakarta, Indonesia",-6.1754049,106.827168
"Ideal Education School, Kuwait",Kuwait,29.2733964,47.4979476
Ignite School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Ihsan International School,"Istanbul, Türkiye",41.006381,28.9758715
Imagine International Academy of North Texas,United States of America,39.7837304,-100.445882
Independent Bonn International School,"Bonn, Germany",50.7352621,7.1024635
India International School in Japan,"Tokyo, Japan",35.6768601,139.7638947
Indian Educational School,Kuwait,29.2733964,47.4979476
Indian Mountain School,"Lakeville, United States of America",44.650051,-93.2432791
Indian School Al Wadi Al Kabir,"Muscat, Oman",23.6123628,58.5938134
Indian School Muscat,"Muscat, Oman",23.6123628,58.5938134
Indonesian School of The Hague,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
Indus International School Hyderabad,India,22.3511148,78.6677428
"Indus International School, Bangalore",India,22.3511148,78.6677428
Innova Academy,"Beijing, China",40.190632,116.412144
Inspire Academy,"Abuja, Nigeria",9.0643305,7.4892974
Institución Educativa Privada Euroamerican College,Peru,-6.8699697,-75.0458515
Institut Auf Dem Rosenberg,"St Gallen, Switzerland",47.425618,9.3762397
Institut International de Lancy,"Geneva, Switzerland",46.2017559,6.1466014
Institut Montana,"Zug, Switzerland",47.1486137,8.5539378
Institut Montana Zugerberg,"Zurich, Switzerland",47.3744489,8.5410422
Institut Sankt Joseph Copenhagen,"Copenhagen, Denmark",55.6867243,12.5700724
Instituto Espanol Vicente Canada Blanch,"London, United Kingdom",51.5074456,-0.1277653
Insworld Institute,Singapore,1.357107,103.8194992
Integrated Indian School,Kuwait,29.2733964,47.4979476
Integrated International School,Singapore,1.357107,103.8194992
Integration XXI Century International School,Russia,64.6863136,97.7453061
Intellectual Schools,"Addis Ababa, Ethiopia",9.0358287,38.7524127
Inter-American Academy of Guayaquil,"Guayaquil, Ecuador",-2.2895167,-80.0983887
Inter-Community School,"Zurich, Switzerland",47.3744489,8.5410422
Intercultural School of Bogor,"Jakarta, Indonesia",-6.1754049,106.827168
International Academic School,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
International Academy Amman,Jordan,31.1667049,36.941628
International Academy of Kuwait,Kuwait,29.2733964,47.4979476
International Academy of Macomb,United States of America,39.7837304,-100.445882
International Academy of New York,"New York City, United States of America",40.7127281,-74.0060152
International Academy of Suriname,"Paramaribo, Suriname",5.8241764,-55.1662813
International American School (Warsaw),Poland,52.215933,19.134422
International American School of Warsaw,"Warsaw, Poland",52.2333742,21.0711489
International Baccalaureate School at Bartow High School,United States of America,39.7837304,-100.445882
International Berckley School,Colombia,4.099917,-72.9088133
International Bilingual Montessori School,"Frankfurt Am Main, Germany",50.1106444,8.6820917
International Bilingual School Munich,"Munich, Germany",48.1371079,11.5753822
International Bilingual School of Provence,France,46.603354,1.8883335
International British Academy,"Manila, Philippines",14.5904492,120.9803621
International British School,"Doha, Qatar",25.2856329,51.5264162
International British School,Kuwait,29.2733964,47.4979476
International British School Kuwait,Kuwait,29.2733964,47.4979476
International British School of Alexandria,"Alexandria, Egypt",31.1991806,29.8951716
International Charter School of Atlanta,United States of America,39.7837304,-100.445882
International Children's Academy,United States of America,39.7837304,-100.445882
International Christian School,"Hong Kong, China",22.350627,114.1849161
International Christian School,"San Jose, Costa Rica",9.9327707,-84.0796144
International Christian School - Pyeongtaek,South Korea,36.638392,127.6961188
International Christian School Caracas,"Caracas, Venezuela",10.5060934,-66.9146008
International Christian School of Budapest,"Budapest, Hungary",47.4978789,19.0402383
International Christian School of Lima,"Lima, Peru",-12.0459808,-77.0305912
International College,Lebanon,33.8750629,35.843409
International College,Uruguay,-32.8755548,-56.0201525
International College Beirut,"Beirut, Lebanon",33.8892265,35.5025585
International College Hong Kong,"Hong Kong, China",22.350627,114.1849161
International College Hong Kong (NT),Hong Kong,22.350627,114.1849161
International College Hong Kong Hong Lok Yuen,Hong Kong,22.350627,114.1849161
"International College Hong Kong, Hong Lok Yuen","(SAR), Hong Kong",22.2793278,114.1628131
International College University School,Iraq,33.0955793,44.1749775
"International College of Continuous Education, Almaty","Almaty, Kazakhstan",43.2363924,76.9457275
"International College of Continuous Education, Astana","Nur-Sultan / Astana, Kazakhstan",51.1316149,71.4321037
"International College-Ain Aar,  Metn",Lebanon,33.8750629,35.843409
International Community School - City Centre Campus,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
International Community School Abuja,"Abuja, Nigeria",9.0643305,7.4892974
International Community School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
International Community School Branch 1,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
International Community School Singapore,Singapore,1.357107,103.8194992
International Community School of Addis Ababa,"Addis Ababa, Ethiopia",9.0358287,38.7524127
"International Community School, Abuja","Abuja, Nigeria",9.0643305,7.4892974
International Community School-Ghana,"Kumasi, Ghana",6.6985605,-1.6233086
International European School Warsaw,"Warsaw, Poland",52.2319581,21.0067249
International German School Ho Chi Minh City (IGS),"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
International High School,United States of America,39.7837304,-100.445882
International High School of New Orleans,United States of America,39.7837304,-100.445882
International Highschool Herzogberg,Austria,47.59397,14.12456
International Kids Campus,Germany,51.1638175,10.4478313
International Learning Group School (ILG School),"Pristina, -",42.6638771,21.1640849
International Maarif Schools - Erbil,"Erbil, Iraq",36.1911744,44.0094145
International Migrants School,"Rome, Italy",41.8933203,12.4829321
International Modern Arabic School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
International Montessori Schools,"Brussels, Belgium",50.8465573,4.351697
International New Future School Neue Deutsche Schule Alexandria,Egypt,26.2540493,29.2675469
International Preparatory School,"Lisbon, Portugal",38.7077507,-9.1365919
International Preparatory School (IPS),"Mapou, Mauritius",-20.0788701,57.608614
International Primary School,Poland,52.215933,19.134422
International Primary School Almere,"Amsterdam, Netherlands",52.3730796,4.8924534
International Programs School,Saudi Arabia,25.6242618,42.3528328
International School Almere,"Amsterdam, Netherlands",52.3730796,4.8924534
International School Breda,Netherlands,52.2434979,5.6343227
International School Brunei,Brunei,4.4137155,114.5653908
International School Eastern Seaboard,"Pattaya, Thailand",12.9366924,100.8865002
International School El Valle,"Alicante / Costa Bla, Spain",,
International School Frankfurt Rhein-Main (ISF),"Frankfurt, Germany",50.1106444,8.6820917
International School Haarlem (ISH),Netherlands,52.2434979,5.6343227
International School Hannover Region,Germany,51.1638175,10.4478313
International School Hannover Region,"Hannover, Germany",52.3744779,9.7385532
International School Het Rijnlands Lyceum Oegstgeest,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
International School Hilversum 'Alberdingk Thijm',"Hilversum, Netherlands",52.2241375,5.1719396
International School Ho Chi Minh City - American Academy,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
International School Ikast-Brande,"Ikast-Brande, Denmark",56.0533576,9.2560192
International School Kufstein Tirol,Austria,47.59397,14.12456
International School Lausanne,"Lausanne, Switzerland",46.5218269,6.6327025
International School Mainfranken,Germany,51.1638175,10.4478313
International School Manila,"Manila, Philippines",14.5904492,120.9803621
International School Nido de Aguilas,Chile,-31.7613365,-71.3187697
International School Premjers,Latvia,56.8406494,24.7537645
International School Rheintal,Switzerland,46.7985624,8.2319736
International School Ruhr,Germany,51.1638175,10.4478313
International School Saigon Pearl,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
International School San Patricio Toledo,"Madrid, Spain",40.416782,-3.703507
International School Seychelles,"Victoria, Seychelles",-4.6232085,55.452359
International School Singapore,Singapore,1.357107,103.8194992
International School Telemark,Norway,61.1529386,8.7876653
International School Twente,Netherlands,52.2434979,5.6343227
International School Wassenaar - Rijnlands Lyceum,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
International School Zurich North,"Zurich, Switzerland",47.3744489,8.5410422
International School at Sotogrande SL,Spain,39.3260685,-4.8379791
International School for Primary Education,"Bucharest, Romania",44.4361414,26.1027202
International School in Novie Veshki,Russia,64.6863136,97.7453061
International School of Aberdeen,"Aberdeen, United Kingdom",57.1482429,-2.0928095
International School of Ahafo,"Kenyase, Ghana",,
International School of Almaty of Nazarbaev Educational Fund,Kazakhstan,48.1012954,66.7780818
International School of Aruba,"Oranjestad, Aruba",12.5201024,-70.0371329
International School of Athens,"Athens, Greece",37.9755648,23.7348324
International School of Beaverton,United States of America,39.7837304,-100.445882
International School of Beijing,"Beijing, China",40.190632,116.412144
International School of Belgium,"Antwerp, Belgium",51.2211097,4.3997081
International School of Belgrade,Serbia,44.0243229,21.0765743
International School of Bergen,Norway,61.1529386,8.7876653
International School of Berne AG,Switzerland,46.7985624,8.2319736
International School of Billund,"Billund, Denmark",55.7247018,9.1195835
International School of Bologna,Italy,42.6384261,12.674297
International School of Boston,United States of America,39.7837304,-100.445882
International School of Braunschweig-Wolfsburg,Germany,51.1638175,10.4478313
International School of Bremen,Germany,51.1638175,10.4478313
International School of Brno,"Brno-Vinohrady, Czech Republic",49.2049067,16.6611676
International School of Brooklyn,"New York City, United States of America",40.7127281,-74.0060152
International School of Brunei,Brunei,4.4137155,114.5653908
International School of Bucharest,"Bucharest, Romania",44.4361414,26.1027202
International School of Busan,South Korea,36.638392,127.6961188
International School of Bydgoszcz,Poland,52.215933,19.134422
International School of Choueifat – Erbil,"Kurdistan, Iraq",36.4949363,44.3469625
International School of Como,Italy,42.6384261,12.674297
International School of Cordoba,"Johannesburg, South Africa",-26.205,28.049722
International School of Creative Science,"Sharjah, United Arab Emirates",25.2311534,54.2190083
International School of Curitiba,Brazil,-10.3333333,-53.2
International School of Dakar,Senegal,14.4750607,-14.4529612
International School of Denver,United States of America,39.7837304,-100.445882
International School of Dongguan,"Guangzhou, China",23.1301964,113.2592945
International School of Dublin,Ireland,52.865196,-7.9794599
International School of Dusseldorf,Germany,51.1638175,10.4478313
International School of DÃ¼sseldorf,"DÃ¼sseldorf, Germany",,
International School of DÃ¼sseldorf e.V.,"Dusseldorf, Germany",51.2254018,6.7763137
International School of Eindhoven,"Eindhoven, Netherlands",51.4392648,5.478633
International School of Estonia,"Tallinn, Estonia",59.4372419,24.7572802
International School of Flanders,"Rhode Saint Genese, Belgium",50.74503,4.3463687
International School of Gabon Ruban Vert,"LIBREVILLE, Gabon",0.4086518,9.4418849
International School of Gdansk,Poland,52.215933,19.134422
International School of Geneva - Campus des Nations,Switzerland,46.7985624,8.2319736
International School of Geneva - La Grande Boissière,Switzerland,46.7985624,8.2319736
International School of Hamburg,"Hamburg, Germany",53.550341,10.000654
International School of Havana,Cuba,23.0131338,-80.8328748
International School of Helsinki,Finland,63.2467777,25.9209164
International School of Herzen University,Russia,64.6863136,97.7453061
International School of IITA,"Ibadan, Nigeria",7.3786064,3.8969928
International School of Islamabad,Pakistan,30.3308401,71.247499
International School of Kenya,"Nairobi, Kenya",-1.3026148,36.828842
International School of Kigali,"Kigali, Rwanda",-1.8859597,30.1296751
International School of Koje,"Gyeongnam, South Korea",35.2382,128.6925
